signal_cycle,phase,follower_id,leader_id,follower_type,leader_type,min_TTC_s,max_DRAC_mps2,mean_TTC_s,interaction_duration_s,n_timesteps,critical_TTC,critical_DRAC,is_critical
1,GREEN,142,150,car,car,20.09014810045074,0.011595235576923,20.09014810045074,0.0,1,False,False,False
1,GREEN,144,7,truck,car,6.004871582435792,0.2512543323013074,8.321472353245442,2.0,11,False,False,False
1,GREEN,144,22,truck,car,5.365588206193726,0.2825505688733174,7.300176923009346,2.0,11,False,False,False
1,GREEN,144,143,truck,car,1.9860712024545848,1.033850144678764,1.9860712024545848,0.0,1,False,False,False
1,GREEN,144,158,truck,car,2.493678713755669,0.2918178657041302,3.970685389887541,0.8,5,False,False,False
1,GREEN,145,147,car,car,2.414718909710392,0.6077311914437296,13.125761468708559,1.2,7,False,False,False
1,GREEN,145,164,car,car,0.6602712060011541,0.5249358094821936,0.6602712060011541,0.0,1,True,False,True
1,GREEN,146,7,car,car,5.607777819365947,0.2382137886038859,6.753506689686713,1.4,8,False,False,False
1,GREEN,146,22,car,car,5.147433718558803,0.2286187767230706,6.072017899203147,1.0,6,False,False,False
1,GREEN,146,158,car,car,1.717384865985488,0.3932141323561112,2.0800830281050375,0.6,4,False,False,False
1,GREEN,152,147,motorcycle,car,2.6738084267649618,0.7305310210138338,4.513950470326874,0.6,4,False,False,False
1,GREEN,155,22,car,car,11.66407010710808,0.039621675432006,11.696676849526309,0.2,2,False,False,False
1,GREEN,155,143,car,car,2.291405175017619,0.650190553920061,5.445363235789546,1.0,6,False,False,False
1,GREEN,155,164,car,car,1.7936413902053714,0.1411653418474072,1.7936413902053714,0.0,1,False,False,False
1,GREEN,155,169,car,car,20.679977343528734,0.0085372433957354,20.679977343528734,0.0,1,False,False,False
1,GREEN,155,175,car,car,12.05515587529976,0.0138364034215237,12.05515587529976,0.0,1,False,False,False
1,GREEN,155,180,car,car,0.4477858559153999,0.6757694464944648,0.5719931833855416,0.2,2,True,False,True
1,GREEN,157,7,car,car,5.846303580842693,0.2108939405815599,8.37292072852156,1.6,9,False,False,False
1,GREEN,157,22,car,car,5.222193866700693,0.2251065414280944,7.632368869665219,1.4,8,False,False,False
1,GREEN,157,158,car,car,2.4822069377990426,0.2975532776095828,6.400445695121777,1.0,6,False,False,False
1,GREEN,158,7,car,car,2.7860837813165635,0.3538658839376729,7.460788100355051,3.4,17,False,False,False
1,GREEN,158,22,car,car,2.43073385706074,0.3220632311209206,5.515171538047051,3.2,16,False,False,False
1,GREEN,164,183,car,truck,0.2065151515151515,3.6177626953748,0.2407759414447632,1.0,6,True,True,True
1,GREEN,167,164,car,car,1.0609337905565814,0.8933168199900547,1.805837674968889,1.0,6,True,False,True
1,GREEN,167,175,car,car,2.852139514689566,0.3633938643821249,3.3195545552064596,0.2,2,False,False,False
